finding_id,family,code,file,line,claim,confidence,runtime_dependent,suggested_fix
A-COV-0001,COVERAGE,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,Corpus has 1559 codes; OSS 5-digit has 1559; missing_in_corpus=0; phantom_in_corpus=0,1.0,false,None if both zero; otherwise add/remove listed codes
A-SCH-0001,SCHEMA,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,Corpus has no judul_en/uraian_en field; OSS judul_en/uraian_en exist but equal judul_id/uraian_id for all 1559 codes,1.0,false,Document that OSS EN fields are untranslated copies; do not treat corpus EN absence as data loss
A-SCH-0002,SCHEMA,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"ruang_lingkup sub-fields: corpus keeps id+uraian only; OSS has id,uraian_id,deskripsi_id,uraian_en,deskripsi_en; deskripsi non-null in OSS: 0",1.0,false,None if deskripsi are all null in OSS; otherwise add deskripsi_id to corpus
A-SCH-0003,SCHEMA,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus _l2_status=no_oss_risk on 221 codes == OSS _rl_status=no_scope set: True; OSS uuid, id_kategori, id_version have no corpus counterpart",1.0,false,Consider carrying OSS uuid for stable joins
A-ENR-0001,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field 'per_skala' present on 1559/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0002,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field 'sektor_id' present on 1559/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0003,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field 'pma_status' present on 1559/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0004,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field 'pma_source' present on 1559/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0005,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field '_source' present on 1559/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0006,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field 'intel_2026' present on 1559/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0007,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field 'l4_bali' present on 1559/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0008,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field '_l1_source' present on 1559/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0009,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field 'bps_2020_ancestors' present on 1559/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0010,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field 'pma_verification_status' present on 1559/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0011,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field 'status_mapping' present on 1558/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0012,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field 'pp28_sources' present on 1558/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0013,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field 'pma_max_asing' present on 1558/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0014,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field 'pma_kondisi' present on 1558/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0015,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field 'pma_prioritas' present on 1558/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0016,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field 'pma_nota' present on 1558/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0017,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field '_source_relabeled' present on 1558/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0018,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field '_l2_source' present on 1338/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0019,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field 'per_skala_legacy' present on 1336/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0020,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field 'mapping_note' present on 352/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0021,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field 'kbli_2020_source' present on 314/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0022,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field 'aggregation_note' present on 198/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0023,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field '_data_note' present on 123/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0024,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field 'per_skala_disputed_pp28_collision' present on 118/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0025,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field 'pma_cap_verified' present on 57/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0026,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field 'pma_official_basis' present on 56/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0027,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field 'pma_source_vintage' present on 54/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0028,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field 'sektors' present on 42/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0029,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field 'pma_route_to' present on 21/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0030,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field 'pma_correction' present on 21/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0031,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field 'pma_cap_note' present on 16/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0032,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field 'pma_cap_special' present on 15/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-ENR-0033,ENRICHMENT,,data/source_documents/KBLI_2025_FINAL_CLEAN.json,2,"Corpus field 'per_skala_disputed_pp28_mice' present on 1/1559 records has no OSS counterpart (enrichment, not error)",1.0,false,None
A-PSK-0001,PER_SKALA_SCOPE_DIVERGENT,49213,data/source_documents/KBLI_2025_FINAL_CLEAN.json,361611,4 per_skala entries with scope_index=2: scope_uraian != OSS ruang_lingkup[2].uraian_id; sim=0.5783; OSS at data/source_documents/KBLI_2025_OSS_GROUND_TRUTH.json:2504,1.0,false,Re-copy scope_uraian from OSS ruang_lingkup[scope_index].uraian_id
